,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
5620,641.0,город Екатеринбург,Верх-Исетский район,Поселок Мичуринский,,56.7918,60.4624,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Поселок Мичуринский
5621,641.0,город Екатеринбург,Верх-Исетский район,Викулова,Дом 57а,56.823022,60.543479,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
5622,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,Дом 15,56.848306,60.563512,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
5623,641.0,город Екатеринбург,Верх-Исетский район,Посадская,24,56.821498,60.571336,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Посадская
5624,641.0,город Екатеринбург,Верх-Исетский район,Зеленый остров,,56.835793,60.497783,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Зеленый остров
5625,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,27А,56.853913,60.56159,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
5627,641.0,город Екатеринбург,Верх-Исетский район,Волгоградская,195,56.8124,60.545,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Волгоградская
5628,641.0,город Екатеринбург,Верх-Исетский район,Встречный,6,56.8219,60.5663,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Встречный
5629,641.0,город Екатеринбург,Верх-Исетский район,Заводская,Дом 42,56.4949,60.335,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
5630,641.0,город Екатеринбург,Верх-Исетский район,Чусовской тракт,4 км,56.8127,60.432047,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Чусовской тракт
5631,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,5,56.84306,60.57217,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
5632,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,1,56.842414,60.57269,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
5633,641.0,город Екатеринбург,Верх-Исетский район,Московский тракт,11 км,56.838653,60.459145,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московский тракт
5634,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,Дом 124,56.851875,60.55698,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
5635,641.0,город Екатеринбург,Верх-Исетский район,Серафимы Дерябиной,Дом 30 А,56.568101,60.543602,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Серафимы Дерябиной
5637,641.0,город Екатеринбург,Верх-Исетский район,Фролова,3,56.8384,60.552,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Фролова
5639,641.0,город Екатеринбург,Верх-Исетский район,Серафимы Дерябиной,39,56.81216,60.605499,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Серафимы Дерябиной
5640,641.0,город Екатеринбург,Верх-Исетский район,Репина,2,56.834813,60.580132,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
5641,641.0,город Екатеринбург,Верх-Исетский район,Красноуральская,2 а,56.838173,60.555992,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Красноуральская
5642,641.0,город Екатеринбург,Верх-Исетский район,Чусовской тракт,5А,56.819438,60.493727,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Чусовской тракт
5643,641.0,город Екатеринбург,Верх-Исетский район,Серафимы Дерябиной,Д. 39,56.813573,60.551473,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Серафимы Дерябиной
5644,641.0,город Екатеринбург,Верх-Исетский район,Границы улиц Татищева-Токарей-Кирова-Мельникова.,,56.836538,60.56446,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Границы улиц Татищева-Токарей-Кирова-Мельникова.
5646,641.0,город Екатеринбург,Верх-Исетский район,"Московский тракт,",7 км.,56.814068,60.522866,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московский тракт,"
5647,641.0,город Екатеринбург,Верх-Исетский район,Евгения Савкова,106,56.765771,60.461935,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Евгения Савкова
5648,641.0,город Екатеринбург,Верх-Исетский район,Московский тракт.,10 км.,56.82616,60.468546,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московский тракт.
5649,641.0,город Екатеринбург,Верх-Исетский район,Границы Татищева-Лоцмановых-Крауля-Юрия Исламова,,56.8361,60.5235,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Границы Татищева-Лоцмановых-Крауля-Юрия Исламова
5650,641.0,город Екатеринбург,Верх-Исетский район,Границы Татищева-Лоцмановых-Крауля-Юрия Исламова,,56.8359,60.5257,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Границы Татищева-Лоцмановых-Крауля-Юрия Исламова
5651,641.0,город Екатеринбург,Верх-Исетский район,Бебеля,33,56.8499,60.5574,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бебеля
5652,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,18,56.798936,60.512817,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
5653,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,18,56.798639,60.513393,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
5654,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,18,56.798661,60.513814,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
5655,641.0,город Екатеринбург,Верх-Исетский район,"СНТ ""Кабельщик"" пос. Палкинский Торфяник",,56.857932,60.37645,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: СНТ ""Кабельщик"" пос. Палкинский Торфяник"
5656,641.0,город Екатеринбург,Верх-Исетский район,"Московский тракт, 9 км",,56.846719,60.410042,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московский тракт, 9 км"
5657,641.0,город Екатеринбург,Верх-Исетский район,Пос. Зеленый остров,,56.836526,60.500464,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Пос. Зеленый остров
5658,641.0,город Екатеринбург,Верх-Исетский район,Ивановское кладбище,,56.827783,60.579587,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ивановское кладбище
5660,641.0,город Екатеринбург,Верх-Исетский район,Ивановское кладбище,,56.828035,60.579322,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ивановское кладбище
5662,641.0,город Екатеринбург,Верх-Исетский район,Ивановское кладбище,,56.828773,60.577271,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ивановское кладбище
5664,641.0,город Екатеринбург,Верх-Исетский район,Ивановское кладбище,,56.829056,60.576064,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ивановское кладбище
5666,641.0,город Екатеринбург,Верх-Исетский район,Ивановское кладбище,,56.829334,60.575347,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ивановское кладбище
5668,641.0,город Екатеринбург,Верх-Исетский район,Ивановское кладбище,,56.826716,60.574997,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ивановское кладбище
5670,641.0,город Екатеринбург,Верх-Исетский район,Ивановское кладбище,,56.828285,60.574523,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ивановское кладбище
5672,641.0,город Екатеринбург,Верх-Исетский район,Ивановское кладбище,,56.829079,60.574443,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ивановское кладбище
5674,641.0,город Екатеринбург,Верх-Исетский район,Февральской Революции,11,56.841159,60.592465,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Февральской Революции
5676,641.0,город Екатеринбург,Верх-Исетский район,Урицкого,7,56.83949,60.595018,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Урицкого
5677,641.0,город Екатеринбург,Верх-Исетский район,Ленина,27,56.838587,60.596645,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ленина
5678,641.0,город Екатеринбург,Верх-Исетский район,8 Марта,8А,56.839077,60.597534,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: 8 Марта
5679,641.0,город Екатеринбург,Верх-Исетский район,8 Марта,5,56.839308,60.59893,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: 8 Марта
5680,641.0,город Екатеринбург,Верх-Исетский район,8 Марта,5,56.839468,60.599007,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: 8 Марта
5683,641.0,город Екатеринбург,Верх-Исетский район,переулок Химиков,2,56.840672,60.598856,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: переулок Химиков
5685,641.0,город Екатеринбург,Верх-Исетский район,Бориса Ельцина,3,56.845448,60.590261,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бориса Ельцина
5686,641.0,город Екатеринбург,Верх-Исетский район,Бориса Ельцина,3,56.845603,60.59002,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бориса Ельцина
5687,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 244,56.754267,60.451045,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5689,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 235,56.753417,60.450717,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5691,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 115,56.753147,60.451629,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5693,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 106,56.753016,60.452455,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5695,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,,56.752555,60.451015,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5697,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 208,56.752151,60.450218,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5699,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 163,56.749044,60.449078,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5701,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 45,56.750164,60.449684,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5703,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 36,56.750747,60.449915,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5705,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 199,56.751381,60.449131,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5707,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 201,56.751543,60.447994,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5709,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 202,56.751773,60.446353,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5711,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 204,56.751894,60.445371,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5713,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 194,56.751316,60.445264,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5715,641.0,город Екатеринбург,Верх-Исетский район,Бориса Ельцина,1А,56.846273,60.58825,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Бориса Ельцина
5717,641.0,город Екатеринбург,Верх-Исетский район,Энергостроителей,3А,56.845837,60.58336,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Энергостроителей
5718,641.0,город Екатеринбург,Верх-Исетский район,Челюскинцев,5Л,56.845624,60.584209,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Челюскинцев
5719,641.0,город Екатеринбург,Верх-Исетский район,Октябрьской Революции,56,56.843507,60.584784,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Октябрьской Революции
5720,641.0,город Екатеринбург,Верх-Исетский район,Шейнкмана,7,56.841561,60.583075,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Шейнкмана
5721,641.0,город Екатеринбург,Верх-Исетский район,Шейнкмана,7,56.841564,60.583246,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Шейнкмана
5723,641.0,город Екатеринбург,Верх-Исетский район,Шейнкмана,5,56.841641,60.58265,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Шейнкмана
5725,641.0,город Екатеринбург,Верх-Исетский район,Вайнера,4,56.838225,60.591749,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вайнера
5726,641.0,город Екатеринбург,Верх-Исетский район,Ленина,13а,56.837231,60.589948,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ленина
5727,641.0,город Екатеринбург,Верх-Исетский район,Маршала Жукова,5,56.837804,60.589528,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Маршала Жукова
5728,641.0,город Екатеринбург,Верх-Исетский район,Сакко и Ванцетти,38,56.837693,60.587211,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Сакко и Ванцетти
5729,641.0,город Екатеринбург,Верх-Исетский район,Хомякова,17,56.841738,60.573882,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Хомякова
5730,641.0,город Екатеринбург,Верх-Исетский район,Крылова,1а,56.84099,60.572378,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крылова
5731,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,9,56.843081,60.572148,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
5732,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,1,56.842417,60.572438,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
5733,641.0,город Екатеринбург,Верх-Исетский район,Хомякова,12,56.84175,60.576735,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Хомякова
5734,641.0,город Екатеринбург,Верх-Исетский район,Хомякова,14А,56.841866,60.576391,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Хомякова
5735,641.0,город Екатеринбург,Верх-Исетский район,Хомякова,14А,56.841861,60.576643,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Хомякова
5736,641.0,город Екатеринбург,Верх-Исетский район,Северный переулок,7,56.842882,60.576927,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Северный переулок
5738,641.0,город Екатеринбург,Верх-Исетский район,Северный переулок,4,56.842816,60.578088,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Северный переулок
5739,641.0,город Екатеринбург,Верх-Исетский район,Северный переулок,3,56.841975,60.578528,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Северный переулок
5740,641.0,город Екатеринбург,Верх-Исетский район,Северный переулок,2А,56.842224,60.580163,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Северный переулок
5741,641.0,город Екатеринбург,Верх-Исетский район,Северный переулок,2к1,56.842346,60.579908,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Северный переулок
5742,641.0,город Екатеринбург,Верх-Исетский район,Северный переулок,2к2,56.842835,60.580846,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Северный переулок
5743,641.0,город Екатеринбург,Верх-Исетский район,Папанина,1,56.844884,60.574015,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Папанина
5744,641.0,город Екатеринбург,Верх-Исетский район,Папанина,5А,56.845871,60.576033,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Папанина
5746,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 194,56.751201,60.445875,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5748,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 175,56.750175,60.445709,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5750,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 183,56.750532,60.44698,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5752,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 177,56.750286,60.444736,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5754,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 188,56.750934,60.44325,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5756,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 187,56.750818,60.444124,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5758,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 169,56.750369,60.443139,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5760,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 180,56.750472,60.442297,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5762,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 189,56.751022,60.44236,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5764,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 198,56.752094,60.442718,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5766,641.0,город Екатеринбург,Верх-Исетский район,Лесное кладбище,Секция 220,56.752417,60.447465,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное кладбище
5768,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 212,56.75267,60.445657,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5770,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 204,56.752184,60.44548,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5772,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 207,56.75244,60.442882,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5774,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 225,56.753474,60.443231,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5776,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 232,56.753374,60.444898,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5778,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 212,56.752543,60.446405,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5780,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 229,56.753177,60.446797,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5782,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 226,56.752824,60.449626,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5784,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 226,56.752738,60.450433,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5786,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 236,56.753363,60.44967,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5788,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 230,56.753605,60.446864,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5790,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 231,56.753882,60.445191,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5792,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Спецучасток2,56.755647,60.444595,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5794,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 250,56.755147,60.444417,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5796,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,,56.754742,60.442601,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5798,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 243,56.754553,60.443526,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5800,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 251,56.754553,60.444079,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5802,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 239,56.75413,60.446986,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5804,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 238,56.754024,60.447973,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5806,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 237,56.753912,60.449019,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5808,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 236,56.753809,60.449819,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5810,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 245,56.754499,60.449255,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5812,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 247,56.754623,60.448192,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5814,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 248,56.75486,60.446444,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5816,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 258,56.755402,60.446514,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5818,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,1,56.755285,60.447541,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5820,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,1,56.755181,60.448397,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5822,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,1,56.755068,60.449277,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5824,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 263,56.755438,60.450476,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5826,641.0,город Екатеринбург,Верх-Исетский район,Лесное Кладбище,Секция 262,56.755341,60.451362,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Лесное Кладбище
5828,641.0,город Екатеринбург,Верх-Исетский район,Поселок Медный,2 км.,56.773945,60.414859,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Поселок Медный
5829,641.0,город Екатеринбург,Верх-Исетский район,Крауля,4,56.830238,60.569219,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
5830,641.0,город Екатеринбург,Верх-Исетский район,Крылова,24А,56.836954,60.56965,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крылова
5831,641.0,город Екатеринбург,Верх-Исетский район,Крауля,80,56.833031,60.540252,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
5832,641.0,город Екатеринбург,Верх-Исетский район,Викулова,26,56.833968,60.5431,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
5833,641.0,город Екатеринбург,Верх-Исетский район,Крауля,168к2,56.833344,60.523187,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
5834,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,74,56.829613,60.517135,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
5835,641.0,город Екатеринбург,Верх-Исетский район,Крауля,178А,56.830963,60.5182,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
5836,641.0,город Екатеринбург,Верх-Исетский район,Крауля,176,56.830334,60.516793,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
5837,641.0,город Екатеринбург,Верх-Исетский район,Ясная,2,56.48593,60.35078,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ясная
5838,641.0,город Екатеринбург,Верх-Исетский район,Токарей,52,56.49457,60.3338,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Токарей
5839,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,12а,56.51245,60.33297,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
5840,641.0,город Екатеринбург,Верх-Исетский район,Серафимы Дерябиной,24,56.48475,60.32556,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Серафимы Дерябиной
5841,641.0,город Екатеринбург,Верх-Исетский район,"Московский тракт, 7-й километр",2Б,56.815442,60.52467,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московский тракт, 7-й километр"
5842,641.0,город Екатеринбург,Верх-Исетский район,"Московский тракт, 7-й километр",3,56.814159,60.522343,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московский тракт, 7-й километр"
5843,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.812506,60.520342,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5845,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.814971,60.524459,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5847,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.815042,60.5245,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5849,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.815122,60.524565,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5851,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.814553,60.528573,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5853,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.815429,60.529841,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5855,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.814746,60.529938,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5857,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.814767,60.532753,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5859,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.814592,60.531932,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5861,641.0,город Екатеринбург,Верх-Исетский район,Зоологическая,9Г,56.813838,60.534279,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Зоологическая
5862,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.813677,60.532562,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
5864,641.0,город Екатеринбург,Верх-Исетский район,Широкореченское кладбище,,56.814268,60.529546,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Широкореченское кладбище
