,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
6485,641.0,город Екатеринбург,Верх-Исетский район,Челюскинцев,10,56.842685,60.584301,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Челюскинцев
6486,641.0,город Екатеринбург,Верх-Исетский район,Малый Конный Полуостров,13,56.840406,60.516496,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Малый Конный Полуостров
6487,641.0,город Екатеринбург,Верх-Исетский район,Большой Конный Полуостров,10,56.84715,60.498172,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Большой Конный Полуостров
6488,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,29,56.795233,60.509202,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6490,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,163,56.796658,60.514309,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6493,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,165,56.796128,60.513601,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6494,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,23,56.795834,60.512656,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6496,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,25,56.795316,60.511755,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6498,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,161,56.796199,60.515103,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6500,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,149,56.795657,60.515896,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6502,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,159,56.79561,60.514394,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6504,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,155,56.79508,60.512764,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6506,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,151,56.795139,60.515296,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6508,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,153,56.794621,60.514309,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6509,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,145,56.79435,60.516926,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6510,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,135,56.794291,60.518514,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6511,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,143,56.793785,60.515596,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6512,641.0,город Екатеринбург,Верх-Исетский район,Краснолесья,139,56.793585,60.517141,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Краснолесья
6513,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,44,56.792761,60.515253,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6515,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,40,56.791842,60.513815,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6517,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,34,56.791289,60.514738,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6518,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,36,56.792478,60.517034,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6519,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,32,56.793043,60.518214,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6521,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,19,56.797294,60.512914,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6523,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,58,56.794068,60.509566,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6524,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,52,56.793031,60.509803,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6526,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,50,56.792537,60.510725,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6527,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,40,56.791159,60.517034,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6529,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,38,56.791253,60.512635,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6530,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,36,56.790712,60.513772,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6531,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,21,56.796258,60.511047,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6533,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,29,56.79561,60.509953,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6535,641.0,город Екатеринбург,Верх-Исетский район,Рябинина,31/60,56.794362,60.507549,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рябинина
6537,641.0,город Екатеринбург,Верх-Исетский район,Павла Шаманова,56,56.793467,60.508494,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Павла Шаманова
6539,641.0,город Екатеринбург,Верх-Исетский район,Вильгельма де Геннина,42,56.790329,60.515343,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Вильгельма де Геннина
6540,641.0,город Екатеринбург,Верх-Исетский район,Голубичная,17,56.806279,60.483031,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Голубичная
6541,641.0,город Екатеринбург,Верх-Исетский район,Анатолия Муранова,18,56.804459,60.512575,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Анатолия Муранова
6542,641.0,город Екатеринбург,Верх-Исетский район,Викулова,65с1,56.820893,60.539614,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6543,641.0,город Екатеринбург,Верх-Исетский район,Феофанова,17,56.79546,60.487384,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Феофанова
6544,641.0,город Екатеринбург,Верх-Исетский район,Соболева,10А,56.808286,60.500952,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Соболева
6545,641.0,город Екатеринбург,Верх-Исетский район,бульвар Петра Кожемяко,13,56.802096,60.493134,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: бульвар Петра Кожемяко
6547,641.0,город Екатеринбург,Верх-Исетский район,Викулова,"59/2, 59/3",56.823237,60.544645,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6548,641.0,город Екатеринбург,Верх-Исетский район,Репина,"101, 99А",56.820772,60.542104,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6549,641.0,город Екатеринбург,Верх-Исетский район,Викулова,"61к1,61/2, 61/3, 61/4",56.82199,60.541481,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6550,641.0,город Екатеринбург,Верх-Исетский район,Викулова,"55, 57",56.823267,60.545022,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6551,641.0,город Екатеринбург,Верх-Исетский район,Катайский переулок,ЧАСТНЫЙ СЕКТОР,56.8176,60.528073,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Катайский переулок
6553,641.0,город Екатеринбург,Верх-Исетский район,Репина,107,56.81976,60.538748,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6555,641.0,город Екатеринбург,Верх-Исетский район,Репина,105,56.819857,60.538763,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6556,641.0,город Екатеринбург,Верх-Исетский район,репина,97,56.821826,60.543356,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: репина
6557,641.0,город Екатеринбург,Верх-Исетский район,Белореченская,34/1,56.815557,60.560285,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Белореченская
6560,641.0,город Екатеринбург,Верх-Исетский район,Готвальда,15,56.85205,60.568033,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Готвальда
6561,641.0,город Екатеринбург,Верх-Исетский район,Готвальда,19,56.852883,60.569551,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Готвальда
6562,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,36,56.855479,60.568844,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6563,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,18,56.85725,60.562956,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6564,641.0,город Екатеринбург,Верх-Исетский район,Опалихинская,26,56.852973,60.567106,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Опалихинская
6566,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,4А,56.856088,60.556379,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6567,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,6,56.855596,60.556051,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6568,641.0,город Екатеринбург,Верх-Исетский район,Хомякова,5,56.840651,60.578363,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Хомякова
6569,641.0,город Екатеринбург,Верх-Исетский район,8 Марта,2,56.839647,60.596904,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: 8 Марта
6570,641.0,город Екатеринбург,Верх-Исетский район,Хомякова,20,56.842117,60.573508,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Хомякова
6571,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,12,56.856866,60.559094,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6572,641.0,город Екатеринбург,Верх-Исетский район,Встречный пер.,7А,56.820114,60.564592,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Встречный пер.
6573,641.0,город Екатеринбург,Верх-Исетский район,Встречный пер.,7к3,56.821289,60.564962,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Встречный пер.
6575,641.0,город Екатеринбург,Верх-Исетский район,Черепанова,16,56.856217,60.561935,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Черепанова
6576,641.0,город Екатеринбург,Верх-Исетский район,Полежаевой,43Б,56.846929,60.568226,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Полежаевой
6577,641.0,город Екатеринбург,Верх-Исетский район,Чусовской тракт 12 км.,,56.77441,60.343481,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Чусовской тракт 12 км.
6578,641.0,город Екатеринбург,Верх-Исетский район,Токарей,24,56.837954,60.560492,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Токарей
6579,641.0,город Екатеринбург,Верх-Исетский район,Нагорная,48,56.838333,60.557614,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Нагорная
6580,641.0,город Екатеринбург,Верх-Исетский район,Татищева,58,56.836636,60.558924,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Татищева
6581,641.0,город Екатеринбург,Верх-Исетский район,Красноуральская,11,56.836503,60.557372,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Красноуральская
6582,641.0,город Екатеринбург,Верх-Исетский район,Заводская,10А,56.836641,60.55477,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6583,641.0,город Екатеринбург,Верх-Исетский район,Заводская,9,56.836578,60.55474,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6584,641.0,город Екатеринбург,Верх-Исетский район,Заводская,38,56.832026,60.551332,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6585,641.0,город Екатеринбург,Верх-Исетский район,Викулова,35к2,56.83235,60.548276,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6586,641.0,город Екатеринбург,Верх-Исетский район,Викулова,33/1,56.835015,60.546112,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6588,641.0,город Екатеринбург,Верх-Исетский район,Заводская,32к1,56.834702,60.551131,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6589,641.0,город Екатеринбург,Верх-Исетский район,Крауля,82Б,56.832623,60.535992,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6590,641.0,город Екатеринбург,Верх-Исетский район,Ул. Малогородская,16,56.826356,60.413814,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ул. Малогородская
6591,641.0,город Екатеринбург,Верх-Исетский район,Крауля,82А,56.833066,60.539437,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6592,641.0,город Екатеринбург,Верх-Исетский район,Крауля,82,56.832155,60.538073,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6593,641.0,город Екатеринбург,Верх-Исетский район,Викулова,36,56.832359,60.542152,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6594,641.0,город Екатеринбург,Верх-Исетский район,Викулова,32А,56.833098,60.543736,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6595,641.0,город Екатеринбург,Верх-Исетский район,Викулова,26,56.834432,60.543947,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6596,641.0,город Екатеринбург,Верх-Исетский район,Викулова,28,56.833683,60.542753,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6597,641.0,город Екатеринбург,Верх-Исетский район,Крауля,80к3,56.83284,60.540294,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6598,641.0,город Екатеринбург,Верх-Исетский район,Рабочих,9,56.83521,60.539202,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рабочих
6599,641.0,город Екатеринбург,Верх-Исетский район,Рабочих,13,56.83543,60.536282,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Рабочих
6600,641.0,город Екатеринбург,Верх-Исетский район,Крауля,86,56.832678,60.534681,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6601,641.0,город Екатеринбург,Верх-Исетский район,Торфорезов,16,56.833652,60.5332,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Торфорезов
6602,641.0,город Екатеринбург,Верх-Исетский район,Анри Барбюса,161,56.832913,60.530156,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Анри Барбюса
6605,641.0,город Екатеринбург,Верх-Исетский район,Крауля,168Б,56.834167,60.525873,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6606,641.0,город Екатеринбург,Верх-Исетский район,Танкистов,27,56.832772,60.527675,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Танкистов
6607,641.0,город Екатеринбург,Верх-Исетский район,Крауля,85А,56.830044,60.537484,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6608,641.0,город Екатеринбург,Верх-Исетский район,Крауля,91б,56.829888,60.531573,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6609,641.0,город Екатеринбург,Верх-Исетский район,ПГТ Широкая речка,12,56.771068,60.472865,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: ПГТ Широкая речка
6610,641.0,город Екатеринбург,Верх-Исетский район,Крауля,93,56.829682,60.531403,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6611,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,34,56.827883,60.537715,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
6612,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,44а,56.828965,60.532555,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
6613,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,46Б,56.827934,60.533886,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
6614,641.0,город Екатеринбург,Верх-Исетский район,Крауля,85,56.830196,60.536932,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6615,641.0,город Екатеринбург,Верх-Исетский район,Викулова,42,56.830181,60.542147,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6616,641.0,город Екатеринбург,Верх-Исетский район,Крауля,75А,56.829591,60.541594,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6617,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,30к1,56.827776,60.541486,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
6618,641.0,город Екатеринбург,Верх-Исетский район,Крауля,67,56.829385,60.546262,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6619,641.0,город Екатеринбург,Верх-Исетский район,Викулова,43к2,56.828158,60.546022,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Викулова
6620,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,18а,56.826877,60.548293,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
6622,641.0,город Екатеринбург,Верх-Исетский район,Заводская,16б,56.827057,60.549875,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6623,641.0,город Екатеринбург,Верх-Исетский район,Заводская,45,56.828862,60.553035,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6624,641.0,город Екатеринбург,Верх-Исетский район,Заводская,44,56.829533,60.549685,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6625,641.0,город Екатеринбург,Верх-Исетский район,Крауля,61к2,56.830016,60.549318,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6626,641.0,город Екатеринбург,Верх-Исетский район,Заводская,43к3,56.829696,60.554187,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Заводская
6627,641.0,город Екатеринбург,Верх-Исетский район,Крауля,55к1,56.829567,60.556027,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6628,641.0,город Екатеринбург,Верх-Исетский район,Токарей,54к1,56.82869,60.560509,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Токарей
6629,641.0,город Екатеринбург,Верх-Исетский район,Токарей,56к1,56.82841,60.56028,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Токарей
6630,641.0,город Екатеринбург,Верх-Исетский район,Токарей,64а,56.828186,60.555906,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Токарей
6631,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,2к1,56.826846,60.558119,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
6632,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,4,56.826442,60.556152,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
6633,641.0,город Екатеринбург,Верх-Исетский район,Металлургов,10,56.826714,60.55293,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Металлургов
6635,641.0,город Екатеринбург,Верх-Исетский район,Октябрьская площадь,3,56.840707,60.596703,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Октябрьская площадь
6636,641.0,город Екатеринбург,Верх-Исетский район,8 Марта,8а,56.838855,60.597736,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: 8 Марта
6637,641.0,город Екатеринбург,Верх-Исетский район,8 Марта,8,56.838795,60.597736,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: 8 Марта
6638,641.0,город Екатеринбург,Верх-Исетский район,Маршала Жукова,10,56.842043,60.590488,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Маршала Жукова
6639,641.0,город Екатеринбург,Верх-Исетский район,Февральской революции,15,56.84162,60.590825,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Февральской революции
6641,641.0,город Екатеринбург,Верх-Исетский район,Боевых Дружин,26А,56.841057,60.584333,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Боевых Дружин
6643,641.0,город Екатеринбург,Верх-Исетский район,Маршала Жукова,9А,56.839608,60.587829,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Маршала Жукова
6644,641.0,город Екатеринбург,Верх-Исетский район,Шейнкмана,21,56.839706,60.585664,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Шейнкмана
6645,641.0,город Екатеринбург,Верх-Исетский район,Московская,11,56.840069,60.582302,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московская
6646,641.0,город Екатеринбург,Верх-Исетский район,Шейнкмана,4,56.84018,60.582317,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Шейнкмана
6647,641.0,город Екатеринбург,Верх-Исетский район,Московская,29,56.837503,60.582726,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московская
6649,641.0,город Екатеринбург,Верх-Исетский район,Московская,27,56.838378,60.581892,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московская
6650,641.0,город Екатеринбург,Верх-Исетский район,Ленина,5к4,56.837498,60.583254,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ленина
6651,641.0,город Екатеринбург,Верх-Исетский район,Ленина,5к2,56.837393,60.583275,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Ленина
6652,641.0,город Екатеринбург,Верх-Исетский район,Октябрьской Революции,33А,56.842731,60.58434,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Октябрьской Революции
6654,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,6,56.842173,60.573618,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
6655,641.0,город Екатеринбург,Верх-Исетский район,Крылова,23,56.841875,60.572517,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крылова
6656,641.0,город Екатеринбург,Верх-Исетский район,Верх-Исетский бульвар,20,56.840211,60.571446,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Верх-Исетский бульвар
6657,641.0,город Екатеринбург,Верх-Исетский район,Пестеревский переулок,,56.83854,60.579508,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Пестеревский переулок
6658,641.0,город Екатеринбург,Верх-Исетский район,Московская,6,56.839193,60.579968,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московская
6659,641.0,город Екатеринбург,Верх-Исетский район,Хомякова,5А,56.840715,60.578379,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Хомякова
6660,641.0,город Екатеринбург,Верх-Исетский район,Московская,2,56.840594,60.578764,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Московская
6661,641.0,город Екатеринбург,Верх-Исетский район,Северный переулок,3,56.841448,60.57961,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Северный переулок
6662,641.0,город Екатеринбург,Верх-Исетский район,Папанина,26А,56.843064,60.581206,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Папанина
6663,641.0,город Екатеринбург,Верх-Исетский район,Папанина,24,56.843745,60.580694,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Папанина
6664,641.0,город Екатеринбург,Верх-Исетский район,Папанина,16,56.844265,60.577482,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Папанина
6665,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,12,56.843971,60.574642,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
6666,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,16,56.844996,60.573185,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
6667,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,15,56.845072,60.572754,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
6668,641.0,город Екатеринбург,Верх-Исетский район,Юмашева,18,56.846066,60.57361,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Юмашева
6669,641.0,город Екатеринбург,Верх-Исетский район,Папанина,7к3,56.845536,60.576898,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Папанина
6670,641.0,город Екатеринбург,Верх-Исетский район,Папанина,9,56.844882,60.57931,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Папанина
6671,641.0,город Екатеринбург,Верх-Исетский район,Энергостроителей,13,56.844978,60.58224,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Энергостроителей
6672,641.0,город Екатеринбург,Верх-Исетский район,Энергостроителей,2,56.846436,60.581974,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Энергостроителей
6673,641.0,город Екатеринбург,Верх-Исетский район,Челюскинцев,7,56.846298,60.586095,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Челюскинцев
6674,641.0,город Екатеринбург,Верх-Исетский район,"Чусовской тракт, 13 км.",,56.769154,60.332237,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Чусовской тракт, 13 км."
6676,641.0,город Екатеринбург,Верх-Исетский район,Чусовской тракт,12 км,56.849574,60.674346,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Чусовской тракт
6677,641.0,город Екатеринбург,Верх-Исетский район,"СНТ ""Надежда""",,56.782209,60.437335,"город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: СНТ ""Надежда"""
6679,641.0,город Екатеринбург,Верх-Исетский район,Посадская,10,56.824571,60.565726,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Посадская
6680,641.0,город Екатеринбург,Верх-Исетский район,Репина,94,56.485836,60.322569,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Репина
6681,641.0,город Екатеринбург,Верх-Исетский район,Серафимы Дерябиной,24,56.812954,60.547615,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Серафимы Дерябиной
6682,641.0,город Екатеринбург,Верх-Исетский район,Чусовской тракт,8 км,56.789031,60.399376,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Чусовской тракт
6683,641.0,город Екатеринбург,Верх-Исетский район,Василия Баранова,2,56.840984,60.567472,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Василия Баранова
6684,641.0,город Екатеринбург,Верх-Исетский район,Долорес Ибаррури,30,56.840757,60.559617,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Долорес Ибаррури
6685,641.0,город Екатеринбург,Верх-Исетский район,Палкинский торфяник,,56.8601,60.359597,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Палкинский торфяник
6686,641.0,город Екатеринбург,Верх-Исетский район,Евгения Савкова,"45, литр Т",56.786474,60.482696,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Евгения Савкова
6687,641.0,город Екатеринбург,Верх-Исетский район,Долорес Ибаррури,"2а, литр К",56.840974,60.568099,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Долорес Ибаррури
6688,641.0,город Екатеринбург,Верх-Исетский район,Татищева,77,56.835278,60.551322,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Татищева
6689,641.0,город Екатеринбург,Верх-Исетский район,Крауля,83,56.830912,60.54007,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Крауля
6690,641.0,город Екатеринбург,Верх-Исетский район,Мельникова,27,56.83316,60.56773,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Мельникова
6691,641.0,город Екатеринбург,Верх-Исетский район,Хомякова,4,56.841632,60.578882,город Екатеринбург<br>Район: Верх-Исетский район<br>Улица: Хомякова
